OXYMAX CSV DATA FILE 

CSV FILE CREATION:1/2/2014 10:08:23 PM
EXPERIMENT START:9/5/2013 12:13:58 PM
DATA FILENAME:C:\Users\Katherine\Documents\CLAMS\CLAMS runs\Tibor\2013-09-05-Exp 27 Ob prelim #2.CDTA

GROUP/CAGE:0101
O2 CAL Date:
CO2 CAL Date:
SUBJECT ID:ob pctp wt HL M1077
SUBJECT MASS:58.3 G
wt 352:

REFERENCE SETTLE TIME:85 seconds
REFERENCE MEASURE TIME:5 seconds
CAGE SETTLE TIME:85 seconds
CAGE MEASURE TIME:5 seconds
REFERENCE METHOD:EVRYN N=6
HEAT CALCULATION METHOD:STD_0


:DATA
===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,
INTERVAL,CHAN,DATE/TIME,VO2,O2IN,O2OUT,DO2,ACCO2,VCO2,CO2IN,CO2OUT,DCO2,ACCCO2,RER,HEAT,FLOW,STATUS1,FEED1,FEED1 ACC,XTOT,XAMB,BODY TEMP,
#,,,ml/kg/hr,%,%,%,l,ml/kg/hr,%,%,%,l,,kcal/hr,LPM,,GRAMS,GRAMS,COUNTS,COUNTS,degC,
===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,
418,0101,9/8/2013 1:15:43 PM ,1188,20.29,20.06,0.23,5.3,1113,0.053,0.274,0.221,4.9,0.937,0.3,0.49,STABLE,0.00,-5.67,1,0,34.7,
419,0101,9/8/2013 1:26:13 PM ,1340,20.29,20.03,0.26,5.3,1212,0.053,0.296,0.242,4.9,0.905,0.4,0.49,STABLE,0.00,-5.67,0,0,34.4,
420,0101,9/8/2013 1:36:43 PM ,1342,20.29,20.03,0.26,5.3,1205,0.053,0.292,0.238,4.9,0.897,0.4,0.49,STABLE,-0.01,-5.68,15,1,34.4,
421,0101,9/8/2013 1:47:13 PM ,1380,20.29,20.03,0.27,5.3,1194,0.053,0.290,0.237,4.9,0.865,0.4,0.49,STABLE,0.00,-5.68,40,7,34.3,
422,0101,9/8/2013 1:57:43 PM ,1342,20.29,20.03,0.26,5.3,1219,0.053,0.294,0.242,4.9,0.908,0.4,0.49,STABLE,0.00,-5.68,121,30,34.1,
423,0101,9/8/2013 2:08:13 PM ,1511,20.30,20.00,0.29,5.4,1404,0.053,0.330,0.277,4.9,0.929,0.4,0.49,STABLE,0.00,-5.68,210,38,34.0,
424,0101,9/8/2013 2:18:43 PM ,1251,20.29,20.05,0.24,5.4,1084,0.053,0.267,0.214,4.9,0.866,0.4,0.49,STABLE,0.00,-5.68,195,0,34.0,
425,0101,9/8/2013 2:29:13 PM ,1437,20.30,20.02,0.27,5.4,1198,0.052,0.289,0.237,5.0,0.834,0.4,0.49,STABLE,-0.01,-5.69,158,2,34.0,
426,0101,9/8/2013 2:39:43 PM ,1403,20.30,20.02,0.27,5.4,1190,0.053,0.291,0.238,5.0,0.848,0.4,0.48,STABLE,0.00,-5.69,151,1,34.1,
427,0101,9/8/2013 2:50:13 PM ,1409,20.29,20.02,0.27,5.4,1194,0.052,0.290,0.237,5.0,0.847,0.4,0.49,STABLE,0.00,-5.69,96,0,34.2,
428,0101,9/8/2013 3:00:43 PM ,1359,20.29,20.03,0.26,5.4,1150,0.053,0.280,0.228,5.0,0.846,0.4,0.49,STABLE,0.00,-5.69,49,1,34.1,
429,0101,9/8/2013 3:11:13 PM ,1324,20.29,20.03,0.26,5.4,1163,0.052,0.283,0.231,5.0,0.879,0.4,0.49,STABLE,0.00,-5.69,228,0,34.0,
430,0101,9/8/2013 3:21:43 PM ,1387,20.29,20.03,0.27,5.5,1173,0.052,0.285,0.232,5.0,0.846,0.4,0.49,STABLE,0.00,-5.69,260,3,34.0,
431,0101,9/8/2013 3:32:13 PM ,1418,20.29,20.02,0.27,5.5,1250,0.052,0.300,0.248,5.0,0.881,0.4,0.49,STABLE,0.00,-5.69,64,0,34.1,
432,0101,9/8/2013 3:42:43 PM ,1691,20.29,19.97,0.33,5.5,1485,0.052,0.346,0.294,5.0,0.878,0.5,0.49,STABLE,0.00,-5.69,73,8,34.1,
433,0101,9/8/2013 3:53:13 PM ,1924,20.29,19.92,0.38,5.5,1812,0.052,0.411,0.359,5.1,0.942,0.6,0.49,STABLE,0.02,-5.67,261,17,34.3,
434,0101,9/8/2013 4:03:43 PM ,1730,20.30,19.96,0.34,5.5,1565,0.052,0.362,0.310,5.1,0.905,0.5,0.49,DYNAMIC,0.08,-5.59,171,16,35.0,
435,0101,9/8/2013 4:14:13 PM ,1836,20.30,19.94,0.36,5.5,1697,0.052,0.388,0.335,5.1,0.924,0.5,0.49,DYNAMIC,0.16,-5.43,149,11,34.9,
436,0101,9/8/2013 4:24:43 PM ,2102,20.29,19.88,0.42,5.6,2124,0.052,0.471,0.419,5.1,1.011,0.6,0.49,STABLE,0.15,-5.28,282,55,34.8,
437,0101,9/8/2013 4:35:13 PM ,1649,20.30,19.97,0.32,5.6,1608,0.052,0.370,0.318,5.1,0.975,0.5,0.49,STABLE,-0.01,-5.29,268,40,35.1,
438,0101,9/8/2013 4:45:43 PM ,1286,20.30,20.05,0.25,5.6,1210,0.052,0.292,0.239,5.1,0.941,0.4,0.49,STABLE,0.00,-5.29,0,0,35.0,
439,0101,9/8/2013 4:56:13 PM ,1419,20.30,20.02,0.28,5.6,1319,0.052,0.313,0.261,5.2,0.929,0.4,0.49,STABLE,0.00,-5.29,34,1,34.8,
440,0101,9/8/2013 5:06:43 PM ,1471,20.30,20.01,0.29,5.6,1353,0.052,0.321,0.268,5.2,0.920,0.4,0.49,STABLE,0.00,-5.29,33,1,34.7,
441,0101,9/8/2013 5:17:13 PM ,1458,20.30,20.02,0.28,5.6,1349,0.052,0.318,0.266,5.2,0.925,0.4,0.49,STABLE,0.00,-5.29,138,0,34.7,
442,0101,9/8/2013 5:27:43 PM ,1615,20.30,19.99,0.31,5.7,1457,0.052,0.340,0.288,5.2,0.902,0.5,0.49,STABLE,0.00,-5.29,79,4,34.8,
443,0101,9/8/2013 5:38:13 PM ,1985,20.30,19.91,0.39,5.7,1953,0.052,0.438,0.386,5.2,0.984,0.6,0.49,STABLE,0.00,-5.29,533,84,34.8,
444,0101,9/8/2013 5:48:43 PM ,1329,20.30,20.04,0.26,5.7,1238,0.053,0.298,0.245,5.2,0.931,0.4,0.49,STABLE,0.00,-5.29,41,0,35.2,
445,0101,9/8/2013 5:59:13 PM ,1724,20.30,19.96,0.34,5.7,1597,0.052,0.369,0.317,5.3,0.926,0.5,0.49,STABLE,0.00,-5.29,189,31,35.0,
446,0101,9/8/2013 6:09:43 PM ,1841,20.30,19.94,0.36,5.7,1782,0.053,0.406,0.354,5.3,0.968,0.5,0.49,STABLE,0.00,-5.29,195,34,35.0,
447,0101,9/8/2013 6:20:13 PM ,1470,20.30,20.01,0.29,5.7,1373,0.053,0.324,0.271,5.3,0.934,0.4,0.49,STABLE,0.00,-5.29,12,0,35.3,
448,0101,9/8/2013 6:30:43 PM ,2015,20.30,19.91,0.39,5.8,1862,0.053,0.420,0.368,5.3,0.924,0.6,0.49,STABLE,0.07,-5.22,344,29,35.4,
449,0101,9/8/2013 6:41:13 PM ,2218,20.30,19.87,0.43,5.8,2164,0.053,0.479,0.426,5.3,0.975,0.6,0.49,STABLE,0.14,-5.08,256,94,35.8,
450,0101,9/8/2013 6:51:43 PM ,2321,20.30,19.85,0.45,5.8,2218,0.053,0.492,0.439,5.3,0.956,0.7,0.49,DYNAMIC,0.04,-5.04,783,323,36.4,
451,0101,9/8/2013 7:02:13 PM ,2062,20.30,19.89,0.41,5.8,1993,0.053,0.449,0.395,5.4,0.967,0.6,0.49,DYNAMIC,0.10,-4.94,211,48,36.3,
452,0101,9/8/2013 7:12:43 PM ,2060,20.30,19.89,0.41,5.9,2041,0.054,0.457,0.403,5.4,0.991,0.6,0.49,STABLE,0.07,-4.87,434,60,36.0,
453,0101,9/8/2013 7:23:13 PM ,1880,20.30,19.93,0.37,5.9,1850,0.054,0.420,0.366,5.4,0.984,0.6,0.49,STABLE,0.09,-4.78,195,35,36.2,
454,0101,9/8/2013 7:33:43 PM ,2001,20.30,19.90,0.39,5.9,1948,0.054,0.438,0.384,5.4,0.974,0.6,0.49,DYNAMIC,0.04,-4.74,215,46,35.8,
455,0101,9/8/2013 7:44:13 PM ,2258,20.30,19.85,0.44,5.9,2249,0.054,0.496,0.442,5.4,0.996,0.7,0.49,STABLE,0.21,-4.53,247,74,35.7,
456,0101,9/8/2013 7:54:43 PM ,1768,20.30,19.95,0.35,5.9,1754,0.054,0.399,0.345,5.5,0.992,0.5,0.49,STABLE,0.01,-4.52,131,35,36.0,
457,0101,9/8/2013 8:05:13 PM ,1299,20.30,20.04,0.26,6.0,1281,0.054,0.307,0.252,5.5,0.986,0.4,0.49,STABLE,-0.01,-4.53,6,1,35.8,
458,0101,9/8/2013 8:15:43 PM ,1256,20.30,20.05,0.25,6.0,1218,0.054,0.295,0.241,5.5,0.970,0.4,0.49,STABLE,0.01,-4.52,79,20,35.3,
459,0101,9/8/2013 8:26:13 PM ,1436,20.30,20.02,0.28,6.0,1384,0.054,0.328,0.274,5.5,0.964,0.4,0.49,STABLE,-0.01,-4.53,103,15,34.9,
460,0101,9/8/2013 8:36:43 PM ,1691,20.30,19.97,0.33,6.0,1552,0.054,0.360,0.306,5.5,0.918,0.5,0.49,STABLE,0.01,-4.52,273,0,35.0,
461,0101,9/8/2013 8:47:13 PM ,1759,20.30,19.96,0.34,6.0,1667,0.054,0.383,0.329,5.5,0.948,0.5,0.49,STABLE,-0.01,-4.53,230,7,35.1,
462,0101,9/8/2013 8:57:43 PM ,1451,20.30,20.01,0.28,6.0,1413,0.054,0.332,0.278,5.6,0.974,0.4,0.49,STABLE,0.00,-4.53,166,32,35.1,
463,0101,9/8/2013 9:08:13 PM ,1894,20.30,19.93,0.37,6.0,1741,0.054,0.397,0.343,5.6,0.919,0.5,0.49,STABLE,0.01,-4.52,92,5,35.1,
464,0101,9/8/2013 9:18:43 PM ,2156,20.30,19.87,0.42,6.1,2076,0.054,0.465,0.410,5.6,0.963,0.6,0.49,STABLE,0.09,-4.43,287,51,35.4,
465,0101,9/8/2013 9:29:13 PM ,2154,20.30,19.88,0.42,6.1,2085,0.054,0.467,0.413,5.6,0.968,0.6,0.49,DYNAMIC,0.07,-4.36,187,17,35.6,
466,0101,9/8/2013 9:39:43 PM ,2249,20.30,19.85,0.44,6.1,2270,0.054,0.502,0.448,5.6,1.009,0.7,0.49,STABLE,0.20,-4.16,199,28,35.6,
467,0101,9/8/2013 9:50:13 PM ,1681,20.30,19.97,0.33,6.1,1669,0.055,0.385,0.330,5.7,0.993,0.5,0.49,STABLE,0.00,-4.16,167,32,35.9,
468,0101,9/8/2013 10:00:43 PM ,1274,20.30,20.04,0.25,6.1,1264,0.055,0.305,0.250,5.7,0.992,0.4,0.49,STABLE,0.00,-4.16,74,1,35.7,
469,0101,9/8/2013 10:11:13 PM ,1213,20.30,20.06,0.24,6.2,1200,0.055,0.292,0.237,5.7,0.990,0.4,0.49,STABLE,0.00,-4.16,85,3,35.2,
470,0101,9/8/2013 10:21:43 PM ,1272,20.30,20.05,0.25,6.2,1241,0.055,0.299,0.245,5.7,0.975,0.4,0.49,STABLE,0.00,-4.16,54,2,34.8,
471,0101,9/8/2013 10:32:13 PM ,1418,20.29,20.02,0.28,6.2,1341,0.055,0.319,0.264,5.7,0.946,0.4,0.49,STABLE,0.00,-4.16,60,0,34.7,
472,0101,9/8/2013 10:42:43 PM ,1434,20.29,20.01,0.28,6.2,1329,0.055,0.318,0.263,5.7,0.927,0.4,0.49,STABLE,0.00,-4.16,29,0,34.7,
473,0101,9/8/2013 10:53:13 PM ,1959,20.29,19.91,0.38,6.2,1889,0.055,0.428,0.373,5.7,0.964,0.6,0.49,STABLE,0.00,-4.16,386,25,34.7,
474,0101,9/8/2013 11:03:43 PM ,1377,20.29,20.02,0.27,6.2,1340,0.055,0.320,0.266,5.8,0.974,0.4,0.49,STABLE,0.00,-4.16,16,2,35.1,
475,0101,9/8/2013 11:14:13 PM ,1896,20.30,19.93,0.37,6.2,1739,0.054,0.399,0.345,5.8,0.917,0.5,0.49,DYNAMIC,0.00,-4.16,270,46,34.8,
476,0101,9/8/2013 11:24:43 PM ,2398,20.30,19.83,0.47,6.3,2269,0.055,0.503,0.449,5.8,0.946,0.7,0.49,DYNAMIC,0.22,-3.94,240,24,34.8,
477,0101,9/8/2013 11:35:13 PM ,2625,20.30,19.78,0.52,6.3,2605,0.055,0.570,0.516,5.8,0.992,0.8,0.49,STABLE,0.20,-3.74,556,230,35.1,
478,0101,9/8/2013 11:45:43 PM ,2326,20.30,19.84,0.46,6.3,2385,0.055,0.526,0.471,5.8,1.025,0.7,0.49,STABLE,0.00,-3.74,690,279,36.2,
479,0101,9/8/2013 11:56:13 PM ,2134,20.30,19.88,0.42,6.3,2148,0.055,0.479,0.424,5.9,1.006,0.6,0.49,STABLE,0.00,-3.74,324,54,36.1,
480,0101,9/9/2013 12:06:43 AM ,1286,20.29,20.04,0.25,6.4,1261,0.055,0.303,0.248,5.9,0.981,0.4,0.49,STABLE,-0.01,-3.75,4,0,36.2,
481,0101,9/9/2013 12:17:13 AM ,1169,20.30,20.07,0.23,6.4,1133,0.055,0.279,0.224,5.9,0.970,0.3,0.49,STABLE,0.00,-3.75,94,7,35.5,
482,0101,9/9/2013 12:27:43 AM ,1119,20.30,20.08,0.22,6.4,1071,0.055,0.267,0.212,5.9,0.957,0.3,0.49,STABLE,0.00,-3.75,39,4,34.8,
483,0101,9/9/2013 12:38:13 AM ,1258,20.30,20.05,0.24,6.4,1145,0.055,0.281,0.226,5.9,0.910,0.4,0.49,STABLE,0.00,-3.75,89,11,34.4,
484,0101,9/9/2013 12:48:43 AM ,1393,20.30,20.03,0.27,6.4,1267,0.055,0.305,0.251,5.9,0.909,0.4,0.49,STABLE,0.00,-3.75,64,10,34.3,
485,0101,9/9/2013 12:59:13 AM ,1358,20.30,20.04,0.26,6.4,1186,0.055,0.290,0.235,5.9,0.873,0.4,0.49,STABLE,0.00,-3.75,32,5,34.2,
486,0101,9/9/2013 1:09:43 AM ,1548,20.30,20.00,0.30,6.4,1404,0.055,0.333,0.278,6.0,0.907,0.4,0.49,STABLE,0.00,-3.75,165,3,34.1,
487,0101,9/9/2013 1:20:13 AM ,1443,20.30,20.02,0.28,6.5,1353,0.055,0.322,0.267,6.0,0.938,0.4,0.49,STABLE,0.00,-3.75,163,0,34.5,
488,0101,9/9/2013 1:30:43 AM ,2283,20.30,19.85,0.45,6.5,2114,0.055,0.473,0.418,6.0,0.926,0.7,0.49,STABLE,0.02,-3.73,382,33,34.7,
489,0101,9/9/2013 1:41:13 AM ,2427,20.30,19.83,0.47,6.5,2258,0.055,0.501,0.447,6.0,0.930,0.7,0.49,DYNAMIC,0.05,-3.68,602,67,34.9,
490,0101,9/9/2013 1:51:43 AM ,2478,20.30,19.81,0.49,6.5,2393,0.055,0.528,0.474,6.0,0.966,0.7,0.49,STABLE,0.26,-3.42,550,204,35.2,
491,0101,9/9/2013 2:02:13 AM ,2104,20.30,19.88,0.41,6.5,2095,0.055,0.468,0.413,6.1,0.996,0.6,0.49,DYNAMIC,0.05,-3.37,499,132,35.6,
492,0101,9/9/2013 2:12:43 AM ,2161,20.30,19.87,0.43,6.6,2150,0.055,0.480,0.425,6.1,0.995,0.6,0.49,STABLE,0.15,-3.22,395,182,35.5,
493,0101,9/9/2013 2:23:13 AM ,2130,20.30,19.88,0.42,6.6,2099,0.055,0.470,0.415,6.1,0.985,0.6,0.49,STABLE,0.00,-3.22,339,23,36.0,
494,0101,9/9/2013 2:33:43 AM ,1334,20.29,20.03,0.26,6.6,1325,0.055,0.316,0.261,6.1,0.993,0.4,0.49,STABLE,0.00,-3.22,42,0,36.1,
495,0101,9/9/2013 2:44:13 AM ,1182,20.30,20.06,0.23,6.6,1122,0.055,0.277,0.222,6.1,0.949,0.3,0.49,STABLE,0.00,-3.22,7,0,35.6,
496,0101,9/9/2013 2:54:43 AM ,1238,20.30,20.06,0.24,6.6,1181,0.055,0.289,0.234,6.1,0.954,0.4,0.49,STABLE,-0.01,-3.23,53,7,35.0,
497,0101,9/9/2013 3:05:13 AM ,1916,20.30,19.92,0.38,6.6,1842,0.055,0.419,0.364,6.2,0.961,0.6,0.49,STABLE,0.00,-3.23,311,41,34.7,
498,0101,9/9/2013 3:15:43 AM ,1513,20.29,20.00,0.30,6.7,1465,0.055,0.346,0.290,6.2,0.969,0.4,0.49,STABLE,0.00,-3.23,137,13,34.9,
499,0101,9/9/2013 3:26:13 AM ,1580,20.30,19.99,0.31,6.7,1501,0.055,0.352,0.297,6.2,0.949,0.5,0.49,DYNAMIC,0.00,-3.23,51,2,35.0,
500,0101,9/9/2013 3:36:43 AM ,2535,20.30,19.80,0.49,6.7,2351,0.055,0.520,0.465,6.2,0.927,0.7,0.49,STABLE,0.19,-3.04,453,131,34.6,
501,0101,9/9/2013 3:47:13 AM ,2292,20.29,19.84,0.45,6.7,2269,0.055,0.504,0.449,6.2,0.990,0.7,0.49,STABLE,0.02,-3.02,261,56,35.5,
502,0101,9/9/2013 3:57:43 AM ,2054,20.29,19.89,0.41,6.8,2045,0.056,0.461,0.405,6.3,0.996,0.6,0.49,DYNAMIC,0.05,-2.97,204,22,36.1,
503,0101,9/9/2013 4:08:13 AM ,2219,20.29,19.85,0.44,6.8,2222,0.056,0.495,0.439,6.3,1.001,0.7,0.49,STABLE,0.15,-2.82,374,80,35.8,
504,0101,9/9/2013 4:18:43 AM ,2266,20.30,19.85,0.45,6.8,2262,0.056,0.502,0.447,6.3,0.998,0.7,0.49,DYNAMIC,0.05,-2.77,370,78,35.6,
505,0101,9/9/2013 4:29:13 AM ,2195,20.29,19.86,0.43,6.8,2187,0.055,0.487,0.432,6.3,0.996,0.6,0.49,STABLE,0.38,-2.39,150,33,35.5,
506,0101,9/9/2013 4:39:43 AM ,2227,20.30,19.85,0.44,6.8,2264,0.055,0.504,0.448,6.3,1.017,0.7,0.49,STABLE,0.01,-2.38,362,69,35.7,
507,0101,9/9/2013 4:50:13 AM ,1961,20.30,19.91,0.39,6.9,1953,0.055,0.442,0.387,6.4,0.996,0.6,0.49,STABLE,-0.01,-2.39,250,43,35.9,
508,0101,9/9/2013 5:00:43 AM ,1271,20.30,20.05,0.25,6.9,1247,0.055,0.302,0.247,6.4,0.981,0.4,0.49,STABLE,0.00,-2.39,0,0,35.8,
509,0101,9/9/2013 5:11:13 AM ,1182,20.30,20.06,0.23,6.9,1166,0.055,0.288,0.232,6.4,0.986,0.3,0.49,STABLE,0.00,-2.39,9,1,35.2,
510,0101,9/9/2013 5:21:43 AM ,1113,20.29,20.07,0.22,6.9,1129,0.055,0.279,0.224,6.4,1.015,0.3,0.49,STABLE,0.01,-2.38,12,0,34.6,
511,0101,9/9/2013 5:32:13 AM ,1153,20.30,20.07,0.23,6.9,1119,0.055,0.279,0.224,6.4,0.971,0.3,0.49,STABLE,-0.01,-2.39,77,1,34.2,
512,0101,9/9/2013 5:42:43 AM ,1156,20.30,20.07,0.23,6.9,1125,0.055,0.278,0.223,6.4,0.974,0.3,0.49,STABLE,0.00,-2.39,173,8,33.8,
513,0101,9/9/2013 5:53:13 AM ,1483,20.30,20.01,0.29,6.9,1420,0.055,0.336,0.281,6.4,0.957,0.4,0.49,CHECKSUM ERROR,0.00,-2.39,77,6,33.5,
514,0101,9/9/2013 6:03:43 AM ,2263,20.30,19.85,0.44,7.0,2145,0.055,0.478,0.423,6.5,0.948,0.7,0.49,STABLE,0.00,-2.39,295,55,33.9,
515,0101,9/9/2013 6:14:13 AM ,1785,20.30,19.95,0.35,7.0,1728,0.055,0.395,0.340,6.5,0.968,0.5,0.49,DYNAMIC,0.11,-2.28,324,38,34.6,
516,0101,9/9/2013 6:24:43 AM ,1722,20.30,19.96,0.34,7.0,1724,0.055,0.394,0.339,6.5,1.001,0.5,0.49,STABLE,0.13,-2.15,336,31,34.4,
517,0101,9/9/2013 6:35:13 AM ,1312,20.30,20.04,0.26,7.0,1326,0.055,0.317,0.262,6.5,1.011,0.4,0.49,STABLE,0.00,-2.15,1,1,34.6,
518,0101,9/9/2013 6:45:43 AM ,1325,20.30,20.04,0.26,7.0,1307,0.054,0.312,0.258,6.5,0.987,0.4,0.49,STABLE,0.00,-2.15,16,0,34.4,
519,0101,9/9/2013 6:56:13 AM ,1325,20.30,20.04,0.26,7.0,1297,0.054,0.310,0.256,6.5,0.979,0.4,0.49,STABLE,0.00,-2.15,0,0,34.3,
520,0101,9/9/2013 7:06:43 AM ,1320,20.30,20.03,0.26,7.1,1296,0.054,0.312,0.258,6.6,0.982,0.4,0.49,STABLE,0.00,-2.15,13,1,34.2,
521,0101,9/9/2013 7:17:13 AM ,1353,20.30,20.04,0.26,7.1,1304,0.054,0.310,0.256,6.6,0.964,0.4,0.49,STABLE,0.00,-2.15,250,4,34.0,
522,0101,9/9/2013 7:27:43 AM ,1247,20.29,20.05,0.25,7.1,1232,0.054,0.297,0.243,6.6,0.989,0.4,0.49,STABLE,-0.01,-2.16,28,1,33.9,
523,0101,9/9/2013 7:38:13 AM ,1268,20.29,20.04,0.25,7.1,1230,0.054,0.296,0.242,6.6,0.970,0.4,0.49,STABLE,0.00,-2.16,136,1,33.8,
524,0101,9/9/2013 7:48:43 AM ,1329,20.29,20.04,0.26,7.1,1267,0.054,0.303,0.249,6.6,0.953,0.4,0.49,STABLE,0.00,-2.16,132,1,33.7,
525,0101,9/9/2013 7:59:13 AM ,1653,20.30,19.97,0.32,7.1,1562,0.054,0.362,0.309,6.6,0.945,0.5,0.49,STABLE,0.00,-2.16,32,2,33.7,
526,0101,9/9/2013 8:09:43 AM ,1436,20.30,20.02,0.28,7.1,1439,0.054,0.338,0.285,6.6,1.003,0.4,0.49,STABLE,0.00,-2.16,271,8,33.7,
527,0101,9/9/2013 8:20:13 AM ,1245,20.30,20.06,0.24,7.2,1193,0.053,0.289,0.236,6.6,0.958,0.4,0.49,STABLE,0.00,-2.16,46,0,33.7,
528,0101,9/9/2013 8:30:43 AM ,1372,20.30,20.04,0.27,7.2,1263,0.053,0.302,0.249,6.7,0.921,0.4,0.49,STABLE,0.00,-2.16,103,1,33.6,
529,0101,9/9/2013 8:41:13 AM ,1380,20.30,20.04,0.27,7.2,1263,0.053,0.302,0.248,6.7,0.915,0.4,0.49,STABLE,-0.01,-2.17,263,8,33.7,
530,0101,9/9/2013 8:51:43 AM ,1505,20.30,20.01,0.29,7.2,1398,0.053,0.328,0.275,6.7,0.929,0.4,0.49,STABLE,0.00,-2.17,158,6,33.9,
531,0101,9/9/2013 9:02:13 AM ,1521,20.30,20.00,0.30,7.2,1410,0.053,0.333,0.280,6.7,0.927,0.4,0.49,STABLE,0.00,-2.17,61,1,34.1,
532,0101,9/9/2013 9:12:43 AM ,1928,20.30,19.92,0.38,7.2,1828,0.053,0.415,0.363,6.7,0.948,0.6,0.49,STABLE,0.06,-2.11,127,18,34.3,
533,0101,9/9/2013 9:23:13 AM ,2036,20.30,19.90,0.40,7.2,1981,0.053,0.446,0.393,6.7,0.973,0.6,0.49,STABLE,0.13,-1.98,436,152,34.4,
534,0101,9/9/2013 9:33:43 AM ,1853,20.30,19.93,0.37,7.3,1878,0.053,0.424,0.372,6.8,1.013,0.5,0.49,STABLE,0.00,-1.98,499,48,34.6,
535,0101,9/9/2013 9:44:13 AM ,1279,20.31,20.06,0.25,7.3,1272,0.053,0.304,0.251,6.8,0.994,0.4,0.49,STABLE,0.00,-1.98,105,9,34.9,
536,0101,9/9/2013 9:54:43 AM ,1286,20.30,20.05,0.25,7.3,1247,0.053,0.299,0.246,6.8,0.970,0.4,0.49,STABLE,0.00,-1.98,38,4,34.6,
537,0101,9/9/2013 10:05:13 AM ,1260,20.30,20.06,0.25,7.3,1170,0.053,0.285,0.232,6.8,0.928,0.4,0.49,STABLE,0.00,-1.98,117,8,34.5,
538,0101,9/9/2013 10:15:43 AM ,1289,20.30,20.05,0.25,7.3,1239,0.053,0.298,0.245,6.8,0.962,0.4,0.49,STABLE,0.00,-1.98,14,4,34.1,
539,0101,9/9/2013 10:26:13 AM ,1881,20.31,19.94,0.37,7.3,1877,0.052,0.423,0.371,6.8,0.998,0.6,0.49,STABLE,0.01,-1.97,0,0,33.9,
540,0101,9/9/2013 10:36:43 AM ,2311,20.31,19.86,0.46,7.4,2195,0.050,0.486,0.437,6.8,0.950,0.7,0.49,STABLE,-0.01,-1.98,503,94,34.7,
541,0101,9/9/2013 10:47:13 AM ,2280,20.31,19.87,0.44,7.4,2113,0.052,0.470,0.418,6.9,0.927,0.7,0.49,DYNAMIC,0.04,-1.94,198,35,35.7,
542,0101,9/9/2013 10:57:43 AM ,2259,20.31,19.86,0.44,7.4,2154,0.054,0.480,0.426,6.9,0.954,0.7,0.49,STABLE,0.09,-1.85,354,51,35.6,
543,0101,9/9/2013 11:08:13 AM ,1541,20.31,20.01,0.30,7.4,1470,0.054,0.345,0.291,6.9,0.954,0.4,0.49,STABLE,-0.04,-1.89,166,18,35.2,
544,0101,9/9/2013 11:18:43 AM ,1563,20.31,20.00,0.30,7.4,1434,0.054,0.338,0.284,6.9,0.917,0.5,0.49,STABLE,-0.03,-1.92,57,5,34.6,
545,0101,9/9/2013 11:29:13 AM ,1772,20.31,19.97,0.34,7.5,1579,0.054,0.367,0.312,6.9,0.891,0.5,0.49,STABLE,-0.03,-1.95,119,2,34.3,
546,0101,9/9/2013 11:39:43 AM ,1980,20.31,19.93,0.38,7.5,1764,0.054,0.402,0.348,7.0,0.891,0.6,0.49,STABLE,-0.01,-1.96,206,2,34.1,
547,0101,9/9/2013 11:50:13 AM ,2452,20.31,19.83,0.48,7.5,2272,0.054,0.503,0.450,7.0,0.927,0.7,0.49,STABLE,0.03,-1.93,323,100,33.9,
548,0101,9/9/2013 12:00:43 PM ,2076,20.32,19.91,0.40,7.5,1906,0.054,0.431,0.377,7.0,0.918,0.6,0.49,STABLE,-0.01,-1.94,250,21,33.9,
549,0101,9/9/2013 12:11:13 PM ,1759,20.31,19.97,0.34,7.5,1545,0.054,0.359,0.305,7.0,0.878,0.5,0.49,STABLE,-0.01,-1.95,80,0,33.9,
550,0101,9/9/2013 12:21:43 PM ,1915,20.31,19.95,0.37,7.6,1616,0.054,0.373,0.319,7.0,0.844,0.5,0.49,STABLE,-0.01,-1.96,21,0,33.7,
551,0101,9/9/2013 12:32:13 PM ,2128,20.31,19.91,0.41,7.6,1775,0.054,0.404,0.351,7.0,0.834,0.6,0.49,STABLE,-0.02,-1.98,37,0,33.5,
552,0101,9/9/2013 12:42:43 PM ,2806,20.31,19.77,0.54,7.6,2481,0.054,0.545,0.491,7.1,0.884,0.8,0.49,DYNAMIC,0.04,-1.94,249,28,33.8,
553,0101,9/9/2013 12:53:13 PM ,2799,20.31,19.77,0.54,7.6,2530,0.054,0.554,0.500,7.1,0.904,0.8,0.49,STABLE,0.21,-1.73,374,50,33.5,
554,0101,9/9/2013 1:03:43 PM ,2011,20.31,19.92,0.39,7.7,1820,0.054,0.413,0.360,7.1,0.905,0.6,0.49,STABLE,0.00,-1.73,299,3,33.6,
555,0101,9/9/2013 1:14:13 PM ,2014,20.31,19.92,0.39,7.7,1797,0.054,0.410,0.356,7.1,0.892,0.6,0.49,STABLE,0.00,-1.73,162,1,33.5,
556,0101,9/9/2013 1:24:43 PM ,2085,20.31,19.91,0.40,7.7,1844,0.054,0.419,0.366,7.2,0.885,0.6,0.49,STABLE,0.00,-1.73,23,3,33.6,
